name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Beijing,2021-09-08,28.4,17,22.8,29.7,17,23,18.8,79.5,0.2,100,4.17,rain,0,0,28.8,10.8,178.8,1008,9.6,10.4,218.5,18.9,7,,2021-09-08T05:48:35,2021-09-08T18:35:08,0.01,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"ZBAA,54511099999"
Beijing,2021-09-09,26.4,19,22,26.4,19,22,19.4,85.7,15,100,4.17,rain,0,0,50.4,19.7,97,1007.4,25.8,7.1,223.5,19.3,7,,2021-09-09T05:49:31,2021-09-09T18:33:30,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZBAA,54511099999"
Beijing,2021-09-10,29,18,23.6,30.8,18,24.1,19.7,80.4,0,0,0,,0,0,18,10.8,87,1009.4,3.8,7,228.4,19.8,8,,2021-09-10T05:50:28,2021-09-10T18:31:52,0.07,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-09-11,31,22,25.6,33.7,22,26.6,22,82.4,0,0,0,,0,0,14.4,7.2,43.7,1008.5,2.4,5.2,215.4,18.7,7,,2021-09-11T05:51:24,2021-09-11T18:30:14,0.12,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-09-12,24.3,21,22.8,24.3,21,22.8,18.3,76.3,2,100,4.17,rain,0,0,28.8,14.4,86.3,1013.1,77.7,9.6,166.2,14.3,6,,2021-09-12T05:52:20,2021-09-12T18:28:36,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZBAA,54511099999"
Beijing,2021-09-13,29,19.6,23.6,30.2,19.6,23.9,19.7,80.7,14.1,100,12.5,rain,0,0,21.6,10.8,22.9,1016.3,42.3,9.5,179.8,15.6,7,,2021-09-13T05:53:16,2021-09-13T18:26:57,0.23,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"ZBAA,54511099999"
Beijing,2021-09-14,26,20.9,23.1,26,20.9,23.1,18.8,77.8,0,0,0,,0,0,25.2,7.2,73.2,1020.1,49.9,10.4,209.8,18.2,8,,2021-09-14T05:54:12,2021-09-14T18:25:19,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-09-15,25,20,21.9,25,20,21.9,17.8,78.5,0,0,0,,0,0,21.6,10.8,123.5,1017.3,46.5,11.8,218.4,18.7,7,,2021-09-15T05:55:09,2021-09-15T18:23:40,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-09-16,25,19,21.3,25,19,21.3,18.3,83.7,0.7,100,8.33,rain,0,0,18,10.8,15.5,1014.8,66.3,10.9,108.8,9.4,5,,2021-09-16T05:56:05,2021-09-16T18:22:01,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"ZBAA,54511099999"
Beijing,2021-09-17,28,16,21,27.1,16,20.9,13.2,66.3,0,0,0,,0,0,17.6,10.8,358.7,1015.4,37,12.2,230.7,20,8,,2021-09-17T05:57:01,2021-09-17T18:20:21,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-09-18,24,15,20.3,24,15,20.3,15.6,76.4,0,0,0,,0,0,13.7,10.8,67.5,1016,88.8,10.7,99,8.5,4,,2021-09-18T05:57:58,2021-09-18T18:18:42,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-09-19,20,16.8,18.7,20,16.8,18.7,17.4,92.1,20,100,20.83,rain,0,0,23.8,14.4,157.7,1014.9,58.4,5.9,65.6,5.7,3,,2021-09-19T05:58:55,2021-09-19T18:17:03,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZBAA,54511099999"
Beijing,2021-09-20,22,15.7,17.7,22,15.7,17.7,15.4,87.1,29.6,100,16.67,rain,0,0,36.4,25.2,338.7,1004.4,67.3,10.9,178.7,15.4,6,,2021-09-20T05:59:51,2021-09-20T18:15:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZBAA,54511099999"
Beijing,2021-09-21,27,14,20.5,26.8,14,20.5,12,62.9,0,0,0,,0,0,43.2,25.2,311.3,1002,10.1,13,238.5,20.5,8,,2021-09-21T06:00:48,2021-09-21T18:13:44,0.5,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-09-22,30,13,21.1,28.7,13,20.9,13.3,66,0,0,0,,0,0,28.1,14.4,228,1009.6,31.7,13,237.8,20.4,8,,2021-09-22T06:01:45,2021-09-22T18:12:05,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-09-23,28,16,21.9,28.3,16,22,16.3,72.8,0,0,0,,0,0,28.1,14.4,102.3,1016.6,95.2,11.2,68.4,5.6,2,,2021-09-23T06:02:42,2021-09-23T18:10:26,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"ZBAA,54511099999"
Beijing,2021-09-24,21,18,19,21,18,19,18.2,94.9,13.8,100,16.67,rain,0,0,28.1,14.4,51.1,1020.1,95.8,5.4,71.7,6.1,2,,2021-09-24T06:03:39,2021-09-24T18:08:47,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"ZBAA,54511099999"
Beijing,2021-09-25,25,19,20.8,25,19,20.8,17.3,82,3,100,8.33,rain,0,0,22.7,18,237.4,1020.6,82.4,8.8,138.6,12,5,,2021-09-25T06:04:37,2021-09-25T18:07:08,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZBAA,54511099999"
Beijing,2021-09-26,20,18.8,19.3,20,18.8,19.3,18.3,93.9,5.9,100,12.5,rain,0,0,17.6,14.4,359,1019.4,74.2,8.3,59.6,5.2,3,,2021-09-26T06:05:34,2021-09-26T18:05:29,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZBAA,54511099999"
Beijing,2021-09-27,27,16,21.1,27.5,16,21.1,16.9,79.7,0.6,100,4.17,rain,0,0,22.3,14.4,39.7,1015.2,57.7,11,196,17,7,,2021-09-27T06:06:32,2021-09-27T18:03:51,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZBAA,54511099999"
Beijing,2021-09-28,25,17,20.4,25,17,20.4,17.5,84.3,0,0,0,,0,0,23.4,18,158.8,1011.5,50.8,7.7,108.5,9.2,4,,2021-09-28T06:07:30,2021-09-28T18:02:12,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-09-29,27.3,16,21.2,26.6,16,21.1,14,69.1,0,0,0,,0,0,25.9,14.4,91.4,1009.2,0.9,8.7,212.7,18.4,7,,2021-09-29T06:08:28,2021-09-29T18:00:34,0.77,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-09-30,23,17,19.7,23,17,19.7,17.1,85.1,0,0,0,,0,0,24.5,14.4,25.8,1008.2,30.6,7.6,164.4,14,6,,2021-09-30T06:09:26,2021-09-30T17:58:56,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-01,23,14,18.5,23,14,18.5,7.8,56,0,0,0,,0,0,32.4,21.6,32.4,1011.1,2,11.7,210.2,18.2,7,,2021-10-01T06:10:24,2021-10-01T17:57:19,0.87,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-02,21,17,18.5,21,17,18.5,15.2,81.7,0,0,0,,0,0,22,10.8,126.7,1010,58.2,9.1,150.5,13,6,,2021-10-02T06:11:23,2021-10-02T17:55:42,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-03,22,19,20.3,22,19,20.3,16.7,81.1,4.3,100,4.17,rain,0,0,32,14.4,353.1,1009.6,59.5,7,37.3,3.2,1,,2021-10-03T06:12:22,2021-10-03T17:54:05,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"ZBAA,54511099999"
Beijing,2021-10-04,19,12,16,19,12,16,7.3,60.1,8.1,100,12.5,rain,0,0,34.2,21.6,335.2,1022.4,69.9,12.4,87.2,7.3,5,,2021-10-04T06:13:21,2021-10-04T17:52:28,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZBAA,54511099999"
Beijing,2021-10-05,16,11.8,13.8,16,11.8,13.8,10.1,79.6,9.9,100,20.83,rain,0,0,19.8,14.4,307.6,1028.4,66.1,12.2,102.2,8.7,4,,2021-10-05T06:14:21,2021-10-05T17:50:52,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZBAA,54511099999"
Beijing,2021-10-06,13,9.3,11.5,13,8.5,11.4,9.6,88.3,18.9,100,25,rain,0,0,16.6,14.4,302.3,1026,72.1,11.4,50.5,4.4,2,,2021-10-06T06:15:21,2021-10-06T17:49:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZBAA,54511099999"
Beijing,2021-10-07,20,7,12.6,20,6.9,12.5,8.6,79.4,0,0,0,,0,0,14,10.8,302.4,1022.2,10.7,12,192.5,16.6,7,,2021-10-07T06:16:20,2021-10-07T17:47:42,0.01,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-08,21,8,14,21,8,13.9,9.4,77.3,0,0,0,,0,0,15.1,7.2,107.1,1021.6,31.1,10.8,177.7,15.4,7,,2021-10-08T06:17:21,2021-10-08T17:46:07,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-09,15,12,13.7,15,12,13.7,12.7,93.7,7.3,100,16.67,rain,0,0,20.9,14.4,177.3,1020.4,87.6,5.5,84.3,7.3,4,,2021-10-09T06:18:21,2021-10-09T17:44:33,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZBAA,54511099999"
Beijing,2021-10-10,19,10,14.9,19,9.2,14.9,-1.7,33.1,0,0,0,,0,0,54,36,325.4,1026.2,49.8,12.6,112.7,9.7,4,,2021-10-10T06:19:22,2021-10-10T17:43:00,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-11,20,4,11.5,20,2.2,11.1,1.2,56.9,0,0,0,,0,0,34.2,10.8,334,1028.4,0,12.1,211.4,18.3,7,,2021-10-11T06:20:23,2021-10-11T17:41:28,0.16,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-12,20.6,5,11.5,20.6,3.4,11.1,4,66.8,0,0,0,,0,0,34.2,14.4,346.7,1027.6,11.5,12,199.5,17,7,,2021-10-12T06:21:25,2021-10-12T17:39:55,0.21,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-13,20,10,14.4,20,10,14.4,8.3,70.1,0,0,0,,0,0,15.5,14.4,246.4,1024.4,26,10.5,169.5,14.6,6,,2021-10-13T06:22:27,2021-10-13T17:38:24,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-14,20,13,15.6,20,13,15.6,10.9,75.4,0,0,0,,0,0,27.4,18,317.6,1022.5,53.8,11.3,131,11.3,5,,2021-10-14T06:23:29,2021-10-14T17:36:54,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-15,21,9.5,15,21,7.6,14.9,1.9,50.6,0,0,0,,0,0,45.1,36,335.7,1026.8,70.2,12.3,117.5,10,5,,2021-10-15T06:24:31,2021-10-15T17:35:24,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-16,13,2,8.1,13,-0.1,6.3,-11.4,27.1,0,0,0,,0,0,49.7,36,334.9,1037.5,1,12.5,204.3,17.5,7,,2021-10-16T06:25:34,2021-10-16T17:33:55,0.42,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-17,15.5,-1,7.2,15.5,-3.6,6.7,-3.6,54.1,0,0,0,,0,0,33.1,14.4,197.6,1029.3,0,11.9,192,16.6,7,,2021-10-17T06:26:37,2021-10-17T17:32:27,0.45,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-18,18,1,9,18,1,8.9,0.3,61.2,0,0,0,,0,0,39.6,21.6,42,1020.3,2.5,10.7,164.2,14.2,6,,2021-10-18T06:27:41,2021-10-18T17:30:59,0.48,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-19,14,0,8.6,14,-3.5,7.6,-6.3,38,0,0,0,,0,0,37.8,21.6,12.5,1030.5,34.8,12.8,194.5,16.8,7,,2021-10-19T06:28:45,2021-10-19T17:29:33,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-20,15,0,7.2,15,-1.3,6.6,-0.6,62.7,0,0,0,,0,0,20.9,11.5,231.9,1025,19.3,11.1,161,14.1,6,,2021-10-20T06:29:49,2021-10-20T17:28:07,0.5,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-21,19.5,1.5,10.1,19.5,-0.6,9.3,-1.5,54.3,0,0,0,,0,0,38.9,18,327.2,1023.4,0.3,11.5,187.7,16.3,7,,2021-10-21T06:30:53,2021-10-21T17:26:43,0.51,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-22,18,2,9.7,18,-0.1,9.4,-1.5,52.4,0,0,0,,0,0,24.8,14.4,357,1028.9,0,11.9,185.9,16,7,,2021-10-22T06:31:58,2021-10-22T17:25:19,0.52,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-23,18,1,8.3,18,-0.1,8.3,1.5,68.1,0,0,0,,0,0,22.3,12.7,181.5,1028.8,16.6,10.5,162.9,14,6,,2021-10-23T06:33:03,2021-10-23T17:23:57,0.54,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-24,17,2,8.7,17,2,8.6,4,76.5,0,0,0,,0,0,20.9,10.8,191.2,1024.8,2.1,8.3,137.9,11.8,5,,2021-10-24T06:34:09,2021-10-24T17:22:35,0.57,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-25,19,5,10.8,19,3.4,10.7,6.4,77.4,0,0,0,,0,0,16.9,10.8,190.1,1019.9,20.4,4.6,107.5,9.2,4,,2021-10-25T06:35:15,2021-10-25T17:21:15,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-26,22.6,8,13.8,22.6,6.9,13.6,2.8,56.8,0,0,0,,0,0,34.6,14.4,351.2,1020.2,4.6,9.1,169.6,14.7,6,,2021-10-26T06:36:21,2021-10-26T17:19:56,0.65,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-27,22,2,11.3,22,-0.1,10.9,-0.1,55,0,0,0,,0,0,21.6,21.4,303.3,1024.1,31.8,11.6,176.1,15.2,7,,2021-10-27T06:37:27,2021-10-27T17:18:38,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-28,19,5,11.4,19,3.4,10.9,3.1,61.2,0,0,0,,0,0,20.2,10.8,359.7,1023.7,59.2,10.9,101.8,8.8,4,,2021-10-28T06:38:34,2021-10-28T17:17:21,0.74,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-10-29,19,4,11.1,19,2.2,10.8,6,74.3,0,0,0,,0,0,12.6,10.8,100.6,1022.1,15.6,7.8,93.4,8,4,,2021-10-29T06:39:41,2021-10-29T17:16:06,0.79,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-30,21,5,11.5,21,4.5,11.4,4.8,70.5,0,0,0,,0,0,43.2,21.6,288.4,1021.3,15.1,5.4,136.7,11.7,5,,2021-10-30T06:40:48,2021-10-30T17:14:52,0.84,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-10-31,17,7,13.5,17,7,13.5,0.5,44,0,0,0,,0,0,29.5,25.2,338.9,1027,25.7,11.9,133.6,11.4,5,,2021-10-31T06:41:56,2021-10-31T17:13:39,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-11-01,12.2,7,9.1,12.2,7,9,4.8,75,0,0,0,,0,0,19.4,10.8,133.4,1029.8,11.9,9.5,133.8,11.6,5,,2021-11-01T06:43:04,2021-11-01T17:12:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-02,12,7,9.4,12,6.7,9.2,6.6,83.1,0.2,100,4.17,rain,0,0,14,7.2,136.7,1023.3,42.9,6.9,55.7,4.8,3,,2021-11-02T06:44:12,2021-11-02T17:11:17,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"ZBAA,54511099999"
Beijing,2021-11-03,15,7,10,15,5.7,9.9,7.3,84.2,0,0,0,,0,0,15.5,14.4,169.7,1017.7,1.6,3.7,138.7,11.8,6,,2021-11-03T06:45:20,2021-11-03T17:10:08,0.99,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-04,13.5,8,10,13.5,7.1,9.7,7.8,87.1,0,0,0,,0,0,15.5,10.8,66.4,1016.3,0.5,2.2,136.1,11.7,5,,2021-11-04T06:46:29,2021-11-04T17:09:01,1,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-05,12,8,9.8,12,6.9,9.7,8.2,89.7,0,0,0,,0,0,13.3,7.2,6.2,1017.2,20.3,1.7,95.2,8.1,4,,2021-11-05T06:47:37,2021-11-05T17:07:56,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-11-06,13,-1,8.2,13,-8,6.1,7,92.4,7,100,8.33,"rain,snow",2.9,1.3,58.7,36,324.7,1022,70.9,3.8,38.2,3.3,2,,2021-11-06T06:48:46,2021-11-06T17:06:51,0.02,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"ZBAA,54511099999"
Beijing,2021-11-07,1,-3,-1.4,-3.5,-10.6,-7.5,-6.1,72.9,12,100,12.5,"rain,snow",1.2,1.3,58.7,36,327.2,1029.9,81.4,7.8,42.9,3.5,2,,2021-11-07T06:49:55,2021-11-07T17:05:49,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"ZBAA,54511099999"
Beijing,2021-11-08,6,-1,2.5,3.6,-8,-2.2,-11.1,36.5,10,100,4.17,rain,0,0,61.2,43.2,299.1,1022.3,1,13.2,157,13.6,6,,2021-11-08T06:51:04,2021-11-08T17:04:48,0.09,Rain,Clear conditions throughout the day with afternoon rain.,rain,"ZBAA,54511099999"
Beijing,2021-11-09,11,1.6,6.6,11,-3.3,3,-7.2,37,0,0,0,,0,0,44.6,39.6,301.4,1016.9,0.7,12.9,152,13.1,6,,2021-11-09T06:52:13,2021-11-09T17:03:49,0.14,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-10,14.2,4.2,9.9,14.2,2.1,8.3,-6.7,31.8,0,0,0,,0,0,64.8,46.8,302.9,1015.8,3.6,12.9,146.2,12.6,6,,2021-11-10T06:53:23,2021-11-10T17:02:51,0.19,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-11,12,5.4,8.5,12,1.5,6.7,-9.1,28.3,0,0,0,,0,0,46.8,36,314.2,1020.3,8.6,13,149,12.8,6,,2021-11-11T06:54:32,2021-11-11T17:01:55,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-12,16,0,9.1,16,0,8.5,-6.9,33.6,0,0,0,,0,0,37.4,18,286.4,1019.8,0,11,145,12.6,6,,2021-11-12T06:55:41,2021-11-12T17:01:01,0.3,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-13,17.5,0,8.6,17.5,-2.5,8.1,-5.3,45.2,0,0,0,,0,0,35.5,28.8,293,1015.6,1.7,11.5,141.2,12.2,6,,2021-11-13T06:56:50,2021-11-13T17:00:08,0.35,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-14,16,0,8.5,16,-3.5,7.6,-5,42.7,0,0,0,,0,0,27,25.2,326.7,1018.5,10.2,11.3,135.4,11.8,5,,2021-11-14T06:57:59,2021-11-14T16:59:18,0.4,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-15,11,1,6.3,11,1,5.5,-3.1,53.3,0,0,0,,0,0,24.8,18,38.7,1024.3,57,10.8,88,7.5,4,,2021-11-15T06:59:08,2021-11-15T16:58:29,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-11-16,12,-1,4.7,12,-3.6,4.1,0.5,76.5,0,0,0,,0,0,19.4,10.8,253.1,1026.2,0.8,8.6,106.1,9.3,4,,2021-11-16T07:00:17,2021-11-16T16:57:42,0.46,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-17,13,0,5.2,13,-0.1,5,2.2,82.6,0,0,0,,0,0,18.7,7.2,162.6,1020.1,1.4,4.3,108.9,9.3,5,,2021-11-17T07:01:26,2021-11-17T16:56:57,0.48,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-18,8.3,-1,3.8,7.3,-3.6,3.2,2.4,91.4,0,0,0,,0,0,15.1,14.4,26,1014.5,35.8,1.6,112.1,9.8,5,,2021-11-18T07:02:34,2021-11-18T16:56:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-11-19,10,3,6.9,8.5,1,5.1,-7.1,38.2,0,0,0,,0,0,32,18,61,1021.3,58.2,12.8,112.8,9.7,5,,2021-11-19T07:03:42,2021-11-19T16:55:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-11-20,9,2,5.1,9,-1.1,4.1,-2.1,61,0,0,0,,0,0,19.8,10.8,23.5,1022.7,87.6,11.4,28.5,2.5,1,,2021-11-20T07:04:50,2021-11-20T16:54:54,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-11-21,7,0.7,4.4,5,-4.1,1.1,-8,48.8,0,0,0,,0,0,64.8,43.2,293.7,1023.2,14.8,10,120.9,10.2,5,,2021-11-21T07:05:57,2021-11-21T16:54:17,0.52,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-22,4,-4,0.2,2.2,-9,-3.7,-18.3,25,0,0,0,,0,0,62.3,43.2,311.2,1027.5,0.2,13,135,11.7,5,,2021-11-22T07:07:04,2021-11-22T16:53:42,0.54,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-23,8.2,-8,-0.5,6.6,-11.8,-1.9,-11.9,48.3,0,0,0,,0,0,37.4,14.4,192.6,1021.3,0,11.6,129.7,11.3,5,,2021-11-23T07:08:11,2021-11-23T16:53:09,0.57,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-24,13,-6,2.5,13,-6,2,-8.1,51.2,0,0,0,,0,0,20.5,10.8,258.4,1016,0,10.3,121.6,10.4,5,,2021-11-24T07:09:17,2021-11-24T16:52:38,0.61,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-25,13,-5,2.9,13,-7.1,2.7,-6.2,57.5,0,0,0,,0,0,14.8,10.8,172.3,1020.4,0,10.4,118.1,10.1,5,,2021-11-25T07:10:22,2021-11-25T16:52:09,0.66,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-26,13,-2,4.4,13,-5.9,3.3,-7.1,48.5,0,0,0,,0,0,24.5,14.4,19.1,1029.2,1,11.1,126.4,10.9,5,,2021-11-26T07:11:27,2021-11-26T16:51:42,0.7,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-27,10,-3,2.7,9.8,-3,2.4,-0.8,79.2,0,0,0,,0,0,19.4,7.2,83.4,1032.6,21.5,8.4,105.9,9.1,4,,2021-11-27T07:12:31,2021-11-27T16:51:17,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
Beijing,2021-11-28,9,0,3.7,9,0,3.6,0.6,81.4,0,0,0,,0,0,13,6.5,105.3,1028.8,7.7,4.8,84.3,7.2,4,,2021-11-28T07:13:34,2021-11-28T16:50:55,0.81,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-11-29,7,-1.8,3.2,3.8,-3.6,1.1,-1.6,73.2,0.5,100,4.17,rain,0,0,33.5,18,351.1,1026.9,59.1,8.1,26.1,2.2,1,,2021-11-29T07:14:37,2021-11-29T16:50:35,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"ZBAA,54511099999"
Beijing,2021-11-30,6,-1,2.8,2,-5.4,-1.7,-13.9,30.9,0,0,0,,0,0,64.8,46.8,314.8,1027.2,4.3,13.1,127.4,10.9,5,,2021-11-30T07:15:39,2021-11-30T16:50:17,0.91,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-12-01,10,-4,3.1,8.4,-4,1.4,-12.4,34,0,0,0,,0,0,44.6,18,261.2,1027.7,0,12.2,121.5,10.6,5,,2021-12-01T07:16:40,2021-12-01T16:50:01,0.95,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-12-02,13,-5,5.2,13,-6,3.7,-10.6,37.1,0,0,0,,0,0,46.8,36,300.4,1017.7,14.9,12.2,113.2,9.7,5,,2021-12-02T07:17:40,2021-12-02T16:49:47,0.98,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-12-03,13,-1,6.5,13,-2.3,5.6,-10.2,32.1,0,0,0,,0,0,43.2,25.2,274.3,1022,8.3,11.9,117.6,10.1,5,,2021-12-03T07:18:39,2021-12-03T16:49:36,1,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
Beijing,2021-12-04,13.3,-3,3.2,13.3,-3.5,2.9,-6.4,55.3,0,0,0,,0,0,22.3,7.4,40.5,1025.7,0,10.7,116.8,10,5,,2021-12-04T07:19:37,2021-12-04T16:49:27,0,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
